id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
1369,22,other,b.com,7.26,44.1,yes,5.1,poor,self-study,high,hard,70.6
1370,21,other,b.com,3.86,69.9,yes,5,good,mixed,high,moderate,69.1
1371,22,male,diploma,4.4,61.8,yes,4.4,poor,group study,medium,easy,51.4
1372,18,female,b.tech,0.66,56.4,yes,5.4,good,mixed,low,moderate,39.2
1373,17,other,b.com,4.79,44.4,yes,4.8,good,coaching,medium,hard,74.8
1374,24,female,b.tech,0.91,93.2,yes,5.7,poor,group study,medium,moderate,50
1375,23,other,bca,0.08,91.6,yes,4.3,average,online videos,low,moderate,23.2
1376,24,other,ba,0.3,65.5,yes,7.3,poor,coaching,low,easy,32.9
1377,19,female,b.tech,7.85,70.9,yes,4.2,good,mixed,low,moderate,76
1378,17,male,bca,4.64,92.9,yes,6.5,poor,self-study,low,hard,56.5
1379,21,female,diploma,2.2,91.5,yes,9.4,good,online videos,low,moderate,79.7
1380,19,male,bba,0.08,66.6,yes,5.5,poor,group study,low,moderate,37.1
1381,19,male,bca,0.92,43,yes,7,good,self-study,medium,easy,34.7
1382,22,male,ba,7.91,93,yes,5.9,average,self-study,medium,moderate,93.2
1383,23,other,b.tech,3.53,83.4,yes,4.1,good,self-study,low,moderate,48
1384,22,female,b.tech,2.82,51.2,yes,9.5,average,mixed,low,easy,54.6
1385,23,other,ba,1.17,54.6,no,6.5,poor,mixed,high,moderate,38.6
1386,17,other,bba,0.08,74.3,yes,8.9,poor,mixed,low,moderate,19.599
1387,20,female,ba,4.74,96.2,yes,7.1,average,mixed,high,easy,70.5
1388,17,female,b.tech,5.61,90.6,yes,5,average,coaching,high,easy,59.1
1389,23,male,b.tech,0.9,60.7,yes,6.1,poor,mixed,low,moderate,37.3
1390,17,male,bca,1.2,60.9,no,4.2,poor,mixed,medium,easy,24.4
1391,17,female,b.tech,1.02,51.2,yes,8.3,average,mixed,medium,moderate,48.1
1392,21,female,ba,1.6,43.2,yes,5.1,poor,self-study,low,easy,19.599
1393,22,other,bca,6.3,86.4,yes,8.1,average,coaching,high,hard,93.4
1394,19,other,bca,4.29,73.1,yes,9.9,poor,mixed,high,easy,69.5
1395,20,male,b.sc,5.32,79.6,yes,9.7,good,group study,high,moderate,82.9
1396,18,male,b.com,0.84,81.8,yes,9.9,good,coaching,medium,hard,70.3
1397,19,other,b.sc,1.33,93,yes,7.9,poor,group study,medium,moderate,47.4
1398,23,female,diploma,0.71,83.2,yes,9.8,average,mixed,high,moderate,61.7
1399,17,female,b.tech,1.57,73.1,no,8.2,poor,mixed,medium,hard,57.3
1400,23,female,b.sc,0.33,96.3,yes,7,good,self-study,medium,moderate,48.9
1401,23,male,bca,7.71,70.4,yes,9.8,good,group study,medium,moderate,91.1
1402,17,female,bba,1.31,43.2,yes,9.9,poor,online videos,medium,moderate,33.7
1403,18,other,b.sc,7.14,95.3,yes,7.9,average,self-study,medium,moderate,82.4
1404,22,other,b.tech,5.26,72.7,yes,6.7,good,coaching,low,moderate,88.8
1405,20,male,bca,1.68,43.1,yes,7.7,poor,self-study,low,easy,45.4
1406,23,male,diploma,4.79,41.5,yes,9,good,online videos,high,moderate,70.9
1407,21,male,bba,7.58,82.2,yes,8.9,average,mixed,high,easy,79.9
1408,17,female,b.com,1.79,69.6,yes,6.7,poor,online videos,low,moderate,35.2
1409,21,other,b.tech,6.48,51.2,yes,4.8,good,online videos,medium,moderate,65.9
1410,20,male,b.com,6.43,77.2,yes,6.1,poor,mixed,low,moderate,62.6
1411,19,other,bba,4.08,42.6,yes,9.3,poor,mixed,low,easy,47.9
1412,21,female,b.com,7.15,41.4,yes,5.5,good,group study,medium,moderate,61.4
1413,22,other,bba,1.7,40.6,yes,6,average,self-study,medium,moderate,25.8
1414,21,other,bca,2.99,47.5,yes,4.2,good,mixed,low,hard,49
1415,21,female,ba,5.86,96,yes,5.1,poor,group study,high,easy,86.5
1416,20,female,b.tech,3.02,81.2,yes,9.9,poor,online videos,medium,moderate,48.2
1417,22,male,b.com,4.92,94.9,yes,5.5,average,online videos,low,moderate,73.3
1418,24,other,b.tech,1.76,48,yes,5.6,poor,self-study,low,easy,34.8
1419,24,male,b.sc,0.51,40.6,yes,4.5,poor,mixed,low,hard,29.4
1420,24,female,bba,7.91,45.4,yes,9.9,poor,online videos,low,easy,65.8
1421,20,male,diploma,0.55,69.1,no,7,poor,self-study,low,moderate,43.4
1422,24,male,b.tech,3.35,72.1,yes,4.1,average,self-study,medium,easy,56.6
1423,21,other,ba,1.68,62,no,4.1,average,mixed,medium,moderate,40.4
1424,21,male,b.com,6.71,51.1,yes,8.1,poor,self-study,medium,moderate,66.1
1425,20,male,b.tech,1.17,97.8,yes,9.4,poor,self-study,low,moderate,43.7
1426,23,male,b.tech,4.43,91.7,no,4.1,average,mixed,high,easy,76.3
1427,18,male,ba,2.05,61,no,6.5,poor,coaching,high,moderate,50.4
1428,17,other,bca,3.33,88.6,yes,7.7,average,online videos,high,hard,71.4
1429,20,other,bca,2.94,97.6,yes,9.8,average,online videos,low,moderate,68.2
1430,18,female,b.com,2.88,64,yes,4.7,average,coaching,high,hard,58.2
1431,21,female,bca,1.64,72.4,yes,5.5,good,coaching,medium,easy,46.2
1432,20,female,b.com,6.41,82.3,yes,4.3,average,mixed,low,moderate,65.6
1433,23,male,bba,0.5,48,yes,5.6,average,self-study,high,moderate,35.4
1434,21,other,bca,7.13,84.7,yes,4.1,poor,coaching,medium,moderate,88
1435,20,male,b.com,5.34,49.9,yes,6.6,average,coaching,medium,moderate,84.7
1436,18,male,bca,1.54,63.3,yes,9.2,good,group study,medium,easy,65.3
1437,21,male,b.sc,5.95,53.8,no,7.3,average,self-study,low,moderate,80.8
1438,21,other,bca,7.91,75,yes,8.9,poor,coaching,high,moderate,91.3
1439,19,male,diploma,1.24,57.4,yes,5.2,average,coaching,high,moderate,47.1
1440,21,male,b.sc,4.32,61.6,yes,9.1,poor,mixed,low,hard,61.3
1441,24,female,b.sc,6.01,62.9,yes,6.7,poor,coaching,high,moderate,74.5
1442,23,male,bca,3.65,99.2,yes,5.9,average,coaching,medium,easy,88
1443,23,other,bca,5.35,48.2,yes,9.2,poor,coaching,high,hard,61.7
1444,20,male,bca,0.14,91,yes,7.9,average,group study,low,easy,23.9
1445,19,female,bba,7.47,93.6,yes,7.1,poor,coaching,low,moderate,94
1446,19,other,b.com,2.01,98,yes,4.3,average,online videos,medium,easy,75.8
1447,17,other,bca,7.91,90.8,yes,6.9,average,coaching,low,easy,100
1448,21,male,bba,3.69,88.1,no,7.8,good,mixed,medium,moderate,79.2
1449,18,other,diploma,0.08,65.5,yes,6,poor,online videos,medium,hard,19.599
1450,21,female,diploma,6.71,62.8,yes,8.5,good,mixed,high,moderate,89.5
1451,18,female,b.sc,0.14,56.4,yes,5.9,average,self-study,low,hard,35.5
1452,17,other,b.sc,4.08,95.1,yes,9.7,average,mixed,medium,easy,62.2
1453,19,female,b.tech,2.19,67.7,yes,9.8,good,self-study,medium,easy,47.9
1454,17,male,b.com,1.46,82.3,yes,6.5,average,coaching,medium,moderate,40.2
1455,22,female,b.sc,2.55,55,yes,8.3,average,online videos,medium,easy,60
1456,23,male,b.tech,5.23,89.6,yes,7.4,average,online videos,medium,easy,68.3
1457,24,female,b.com,0.08,46.5,yes,5,good,online videos,medium,moderate,49.2
1458,22,male,b.com,2.39,95.5,yes,9.2,poor,mixed,medium,moderate,56.1
1459,23,female,bba,5.83,59.9,yes,9.2,average,online videos,medium,moderate,73.8
1460,20,other,ba,2.46,74.7,yes,7.1,good,group study,high,hard,52.7
1461,19,male,bca,2.89,50.1,yes,7.7,average,group study,high,moderate,49.8
1462,21,other,b.com,2.22,42.8,yes,8.8,average,self-study,medium,easy,39.7
1463,20,male,diploma,5.68,85.1,yes,7.9,poor,mixed,medium,moderate,64.1
1464,22,female,b.com,7.13,82.2,yes,8.5,average,online videos,low,hard,86.4
1465,19,female,diploma,7.21,95.2,yes,6.3,average,mixed,medium,moderate,94.8
1466,19,female,b.sc,0.93,58.3,yes,7.7,good,group study,medium,easy,58.4
1467,18,other,b.com,5.08,62.7,yes,9.7,good,mixed,medium,moderate,73.6
1468,18,other,b.tech,2.67,99.4,yes,8.1,poor,coaching,low,moderate,67.4
1469,21,female,diploma,2.82,83.6,yes,7.9,poor,mixed,high,moderate,60.7
1470,22,other,bca,5.4,52.2,yes,4.6,average,online videos,low,moderate,56.8
1471,21,female,b.tech,1.74,84.4,yes,4.2,good,coaching,medium,moderate,73.8
1472,21,other,bca,4.19,49.1,no,4.8,good,coaching,low,easy,65.8
1473,24,female,b.tech,4.93,88.9,no,9.5,good,coaching,medium,easy,100
1474,22,female,bca,4.03,62.2,yes,5.2,good,group study,medium,moderate,60
1475,18,male,b.com,7.85,80.9,yes,5.3,good,mixed,low,moderate,70.4
1476,20,male,b.sc,0.27,43.1,yes,5.7,average,coaching,low,moderate,25.8
1477,19,other,b.tech,0.7,96.1,yes,4.7,good,online videos,low,hard,46.5
1478,17,other,bca,2.5,61,yes,7.6,average,group study,medium,moderate,42.7
1479,24,other,b.tech,2.05,46.8,yes,4.8,average,coaching,medium,hard,46.4
1480,20,other,b.sc,3.58,66.3,yes,6.9,poor,self-study,low,moderate,49
1481,24,other,b.com,0.97,64,yes,7.6,good,mixed,high,easy,50.9
1482,20,male,bba,6.56,81.7,yes,5.2,poor,mixed,medium,moderate,78.6
1483,18,other,bca,3.82,40.6,yes,9.9,average,group study,high,moderate,52.3
1484,19,male,bba,5.46,44.7,no,4.9,poor,mixed,high,hard,74.3
1485,18,male,b.tech,5.34,80.1,yes,8.7,poor,coaching,low,moderate,52.5
1486,19,female,b.com,3.81,64.5,yes,5.3,poor,group study,medium,easy,46.2
1487,21,female,bba,2.77,47.5,no,9.9,poor,group study,high,easy,52.8
1488,22,male,bca,6.24,83.1,yes,4.5,poor,coaching,high,hard,74.1
1489,18,female,bca,7.2,94.6,yes,6.8,average,group study,low,easy,91
1490,20,male,b.tech,7.01,89.1,yes,8.5,average,online videos,low,easy,76.1
1491,17,female,b.sc,0.91,68,yes,5.4,average,group study,medium,hard,55
1492,21,other,b.sc,6.01,82.5,yes,4.6,poor,mixed,low,easy,76.8
1493,17,other,b.tech,1.83,49.2,yes,4.1,good,online videos,medium,moderate,33.2
1494,18,other,ba,2.1,92.7,yes,4.9,poor,self-study,high,moderate,43.8
1495,21,male,b.tech,7.44,74.8,yes,5.1,poor,group study,low,moderate,68.4
1496,17,female,ba,0.15,52,no,7.8,average,self-study,medium,moderate,32.4
1497,24,other,bca,3.64,77.8,no,7.7,average,group study,low,moderate,46.1
1498,22,other,b.tech,0.74,67.8,yes,8,poor,group study,high,moderate,46.4
1499,19,other,bca,7.56,86.1,yes,8.7,good,mixed,low,moderate,88
1500,19,other,diploma,0.17,55,yes,5,poor,self-study,medium,hard,34.3
1501,22,other,b.com,1.19,73.8,yes,6.4,poor,self-study,medium,moderate,40.9
1502,23,male,b.com,4.42,51.9,yes,5.1,poor,coaching,medium,moderate,58.3
1503,20,female,bca,7.22,98.8,yes,6.9,average,online videos,low,moderate,91.4
1504,24,other,b.com,6.83,57,yes,8.7,average,coaching,medium,moderate,87.3
1505,19,other,bba,4.01,89.6,yes,9,poor,coaching,medium,moderate,78.4
1506,23,male,b.com,1.54,72.1,no,7.1,good,online videos,low,hard,28.9
1507,22,male,bba,7.53,93.6,yes,5.4,poor,coaching,medium,moderate,90.6
1508,17,male,b.sc,2.12,70.8,yes,7.8,poor,self-study,low,moderate,40.9
1509,24,other,b.tech,0.34,80,yes,7.3,poor,self-study,high,easy,23.8
1510,23,other,ba,5.71,81,yes,9.9,good,online videos,high,easy,83.6
1511,23,male,bba,2.7,83.5,yes,8.9,poor,self-study,high,moderate,54.9
1512,24,female,bba,3.17,97.7,yes,8.9,good,mixed,high,hard,73.4
1513,19,female,b.com,4.75,63.1,yes,8.2,average,coaching,low,moderate,64.7
1514,22,female,diploma,0.35,75.3,yes,8.9,average,self-study,high,easy,45.8
1515,24,other,b.tech,4.41,70.1,no,6.2,poor,self-study,low,moderate,49.9
1516,21,female,diploma,4.39,87.6,yes,8.1,good,coaching,high,moderate,73.6
1517,21,male,b.sc,4,84.2,yes,8.2,poor,mixed,high,easy,65.3
1518,24,other,b.com,1.06,79.6,yes,9.7,poor,group study,low,easy,52.4
1519,20,female,ba,3.5,83.8,yes,5.4,good,group study,high,moderate,44.5
1520,20,other,b.tech,7.61,57,no,9.2,average,mixed,medium,moderate,77.6
1521,24,other,bca,0.4,49.1,yes,9.2,poor,coaching,low,easy,26.5
1522,23,male,b.com,3.74,94.1,yes,6.9,poor,group study,high,moderate,73.6
1523,17,male,bba,7.06,64.4,yes,7.7,good,self-study,low,moderate,76.3
1524,19,male,bba,4.46,68.4,yes,6.4,good,group study,low,moderate,50.6
1525,22,other,b.tech,3.18,77.5,yes,4.4,good,group study,high,easy,69.5
1526,22,other,bca,3.92,50,yes,9.5,good,online videos,high,moderate,79.8
1527,21,male,b.tech,1.31,66.7,yes,8.2,good,self-study,high,moderate,52.5
1528,18,other,b.tech,0.67,74.8,no,9,good,coaching,low,moderate,56.9
1529,22,female,b.com,2.32,83.3,yes,5,poor,coaching,high,moderate,42.6
1530,18,female,b.tech,1.02,51.4,yes,9.4,poor,coaching,low,moderate,44.1
1531,19,male,diploma,7.78,93.5,yes,4.1,poor,mixed,high,moderate,79.4
1532,18,male,b.tech,2.53,46.4,yes,4.1,average,group study,low,moderate,26
1533,23,other,bba,3.86,94.8,yes,8.3,average,coaching,low,easy,74.5
1534,17,male,b.com,0.8,89.2,yes,9.9,poor,mixed,low,easy,51.7
1535,21,other,ba,4.88,69.7,yes,4.8,poor,mixed,low,moderate,37.5
1536,19,male,ba,1.53,73.9,yes,4.1,good,coaching,low,easy,65
1537,20,other,bba,4.75,89.4,yes,8.1,good,mixed,low,easy,87.8
1538,18,other,bba,2.73,64,yes,4.9,good,mixed,low,moderate,51.6
1539,23,female,b.com,0.71,71.4,yes,9.5,average,coaching,low,moderate,35
1540,18,other,ba,3.13,53.5,yes,6.4,poor,coaching,high,moderate,65
1541,17,other,ba,3.18,66.4,yes,7.5,good,self-study,low,moderate,44.5
1542,22,male,b.sc,3.19,50.3,yes,6.3,average,group study,high,moderate,48.6
1543,22,other,b.com,3.05,77.7,yes,5.5,average,self-study,low,moderate,52.6
1544,20,male,diploma,5.8,54.6,yes,5.5,good,coaching,medium,moderate,73.9
1545,21,male,bba,6.71,68,yes,7.9,good,mixed,high,easy,93.7
1546,17,other,b.sc,6.02,92.7,yes,7.4,poor,mixed,high,moderate,79.7
1547,20,female,b.tech,3.66,83.3,yes,4.9,good,online videos,medium,moderate,63.7
1548,20,other,b.com,3.43,77.2,yes,9.4,average,mixed,high,moderate,77.5
1549,18,other,bca,2.58,80.5,yes,9.1,good,self-study,high,moderate,69.5
1550,21,other,bba,5.18,45.4,yes,9.1,average,mixed,medium,moderate,73.9
1551,22,female,b.com,3.37,97.9,yes,9.2,poor,coaching,medium,moderate,56.7
1552,21,male,b.sc,1.58,73.6,yes,4.1,poor,online videos,low,moderate,19.599
1553,23,other,b.sc,2.75,79.3,yes,4.8,average,online videos,low,moderate,41
1554,24,male,b.sc,2.55,73.6,yes,7.7,average,coaching,low,moderate,60.7
1555,20,female,b.com,6.8,52.8,yes,6.8,good,self-study,high,easy,83.9
1556,17,female,b.sc,3.29,64.2,yes,5,poor,self-study,low,moderate,34
1557,21,male,b.com,7.51,82.3,yes,9.2,good,self-study,high,moderate,100
1558,20,male,bca,6.1,93.8,yes,9.7,poor,coaching,medium,hard,93.8
1559,18,female,bca,1.44,45.3,yes,7.4,good,coaching,low,easy,37.2
1560,20,female,b.com,3.75,49.4,yes,8.1,poor,self-study,high,moderate,42.8
1561,22,female,b.sc,4.36,62.6,yes,5.7,poor,coaching,medium,moderate,66.2
1562,23,female,b.tech,6.73,82.2,yes,5.3,average,mixed,medium,moderate,81.8
1563,24,other,b.sc,7.91,65.8,yes,4.1,average,mixed,high,moderate,73.4
1564,20,female,bca,7.14,69.1,yes,7.5,poor,mixed,medium,easy,69.2
1565,18,male,bca,2.85,46,yes,7.2,good,online videos,medium,moderate,57.3
1566,22,other,b.tech,4.4,75.2,no,8.9,average,group study,high,easy,59.6
1567,19,other,b.tech,1.08,76.2,yes,6.2,poor,coaching,high,moderate,49.6
1568,17,other,b.sc,0.9,84.9,yes,5.5,poor,self-study,medium,moderate,36.1
1569,18,female,b.tech,2.43,91.7,yes,6.8,good,self-study,low,moderate,51
1570,22,other,b.sc,2.29,58.7,no,4.5,average,coaching,high,easy,40.9
1571,20,other,bca,0.67,76,yes,5.1,poor,self-study,medium,moderate,37.7
1572,18,other,ba,0.67,65,yes,4.5,poor,coaching,high,easy,38.7
1573,20,other,b.com,1.05,94.6,yes,8.9,good,self-study,medium,easy,44.1
1574,24,male,bba,0.65,87.5,yes,9.1,average,online videos,medium,moderate,48.1
1575,20,other,b.com,2.03,59,no,5.6,poor,self-study,medium,moderate,32.8
1576,19,female,b.com,2.43,42.5,yes,6.2,good,coaching,high,moderate,59.5
1577,23,other,b.com,4.37,77.9,yes,5.4,poor,coaching,medium,easy,76
1578,17,female,b.tech,5.94,73.8,yes,8,poor,online videos,medium,easy,70
1579,22,male,diploma,0.08,65.9,yes,5.5,poor,mixed,low,hard,30.4
1580,22,other,b.tech,6.99,49.5,yes,5.1,average,online videos,low,moderate,56.3
1581,22,male,bca,4.56,62.9,yes,5.6,average,coaching,medium,moderate,68
1582,21,other,bca,5.55,50.4,no,9.5,average,group study,high,moderate,87.3
1583,18,other,bba,1.94,64.7,yes,7.4,average,online videos,low,moderate,31.8
1584,24,male,b.tech,7.62,88.2,yes,5,good,online videos,high,easy,93.2
1585,22,male,bba,6.64,55,yes,7.9,poor,group study,medium,moderate,66.1
1586,18,male,bba,3.63,80.5,no,7.1,good,self-study,low,easy,58.3
1587,17,female,bba,4.64,55.3,no,9.7,good,coaching,low,moderate,60.1
1588,24,male,bba,5.53,94.9,yes,8.1,poor,mixed,high,hard,70.6
1589,23,male,b.tech,2.25,63.4,yes,6.8,poor,mixed,medium,moderate,47.4
1590,21,male,b.sc,5.49,82,yes,8.7,average,group study,high,easy,78.7
1591,18,female,b.sc,7.11,95.7,yes,6.6,average,coaching,high,moderate,95.4
1592,18,other,b.tech,3.15,72.7,yes,6.9,good,online videos,medium,moderate,35.2
1593,18,male,b.sc,2.46,78.4,yes,4.4,poor,self-study,medium,easy,50
1594,23,male,bba,5.01,69.4,yes,6,good,mixed,medium,easy,68.1
1595,24,male,diploma,5.81,78.5,yes,8.8,good,coaching,medium,moderate,85.2
1596,18,female,b.tech,2.21,63.4,yes,6.1,poor,online videos,low,moderate,21.6
1597,23,male,bca,5.66,47.4,yes,9.8,average,mixed,medium,easy,78.4
1598,18,other,b.sc,3.37,91,yes,6,poor,online videos,medium,easy,50.6
1599,17,other,bba,0.89,66.7,yes,9.6,average,coaching,medium,easy,49.8
1600,17,other,ba,2.93,97.9,yes,8.1,good,online videos,low,moderate,46.9
1601,23,other,bca,7.71,55.3,yes,7.6,good,self-study,medium,moderate,88.8
1602,24,male,b.com,2.79,62.7,yes,4.6,poor,group study,medium,moderate,45.6
1603,23,male,bca,7.91,49.8,yes,6.4,poor,online videos,low,moderate,56.7
1604,24,other,bba,7.9,50.1,yes,7.4,average,online videos,high,moderate,73.4
1605,20,female,b.tech,4.81,47.2,yes,8.2,good,online videos,high,moderate,43.2
1606,17,other,diploma,0.17,91.5,yes,4.8,average,group study,high,moderate,49.2
1607,20,female,b.sc,7.63,48.6,no,4.6,good,online videos,high,moderate,83.3
1608,18,male,bca,7.2,78.4,yes,8.6,average,self-study,medium,moderate,98.5
1609,23,other,bca,0.08,76.9,yes,5.9,average,group study,high,easy,44.3
1610,23,other,b.com,0.65,80.9,yes,4.3,good,self-study,low,moderate,35.9
1611,20,male,ba,7.87,70.6,yes,7.1,poor,coaching,low,moderate,75.5
1612,24,other,diploma,4.11,70.1,yes,5.6,good,online videos,low,moderate,58.3
1613,18,other,ba,6.05,42.8,yes,9.7,good,group study,medium,moderate,83.6
1614,18,male,b.tech,7.61,98.6,yes,8.9,average,online videos,medium,easy,74
1615,17,other,ba,1.44,83.4,yes,5.7,poor,group study,low,hard,19.9
1616,19,female,bba,3.27,51.1,yes,7.2,average,coaching,medium,moderate,57.1
1617,21,female,ba,0.61,40.6,yes,7.8,average,self-study,medium,easy,38.8
1618,23,female,b.tech,0.13,77,yes,9.9,poor,mixed,high,hard,32.6
1619,24,other,b.com,2.8,88.9,yes,9.4,poor,online videos,low,moderate,43.1
1620,18,other,b.tech,2.77,66,yes,6.6,good,self-study,high,easy,60.7
1621,20,male,bba,3.36,63.2,no,4.4,good,coaching,medium,easy,59.7
1622,24,other,b.sc,2.78,51.2,yes,5.1,average,mixed,medium,moderate,44.3
1623,23,other,bba,6.97,91.3,no,7.5,poor,self-study,medium,easy,83.4
1624,18,other,bca,2.3,93.2,yes,9.6,average,online videos,medium,moderate,64.7
1625,24,female,bba,4,68.3,yes,4.8,good,self-study,high,moderate,59.5
1626,24,other,b.tech,6.36,76.6,yes,4.8,poor,online videos,low,moderate,64.1
1627,22,female,b.com,0.62,92.9,yes,8.6,average,group study,high,moderate,64.6
1628,19,female,b.com,1.97,64.3,yes,4.7,poor,self-study,high,hard,47.4
1629,24,female,b.com,6.37,68.3,yes,7.9,good,mixed,low,moderate,80.4
1630,18,other,b.com,2.39,87.7,yes,9.8,poor,online videos,high,moderate,47.6
1631,23,female,b.tech,7.34,71.3,yes,7.2,average,group study,high,moderate,85
1632,17,other,bca,7.47,80.9,yes,7.8,average,mixed,high,moderate,96.9
1633,17,female,b.sc,3.3,62.6,yes,5.2,average,group study,high,hard,45.1
1634,18,male,b.tech,7.43,82.7,yes,7.8,poor,online videos,medium,easy,80.1
1635,23,male,b.tech,0.93,61.1,yes,5.5,poor,online videos,high,easy,28.4
1636,17,male,b.tech,7.74,69.8,yes,9,poor,self-study,high,moderate,86.2
1637,18,other,b.com,4.94,42.1,yes,4.7,average,mixed,high,moderate,59
1638,21,male,b.com,1.76,64.5,no,8.8,poor,mixed,low,moderate,41.3
1639,19,female,b.sc,1.5,88.8,yes,5.3,good,self-study,high,moderate,54.8
1640,22,female,bca,7.28,51.2,yes,5.3,poor,coaching,low,easy,69.2
1641,23,male,b.sc,3.4,87.3,no,8.4,good,online videos,high,easy,69.2
1642,19,other,b.sc,0.52,53.2,yes,9.1,poor,coaching,medium,hard,39.4
1643,19,female,b.tech,6.06,93.4,no,7.8,good,online videos,high,moderate,65.8
1644,18,other,ba,3.13,62.3,yes,5.9,average,coaching,high,easy,60.8
1645,23,female,bca,6.85,64.8,no,9.2,average,mixed,high,easy,60.2
1646,18,male,b.com,0.27,69.6,yes,5.5,good,coaching,low,moderate,52
1647,20,male,ba,4.01,69.3,yes,4.9,poor,self-study,low,easy,30.5
1648,24,male,b.com,5.83,73.6,yes,6.4,good,online videos,medium,hard,87.8
1649,23,female,b.sc,5.99,93.7,yes,9.1,poor,group study,high,moderate,91.1
1650,17,female,bca,7.83,80.1,yes,7.4,poor,coaching,low,moderate,90
1651,24,female,ba,7.91,84.5,yes,9.2,average,mixed,high,moderate,100
1652,21,other,bba,7.74,74.8,yes,8.5,average,online videos,high,moderate,92
1653,21,other,diploma,6.1,83.5,yes,8,good,self-study,medium,easy,79.9
1654,22,other,b.sc,2.09,96,yes,6.9,good,group study,medium,moderate,50.5
1655,19,other,b.sc,4.37,82.5,yes,5.2,average,online videos,high,easy,85.5
1656,18,other,ba,1.98,66.1,yes,9.4,poor,self-study,high,easy,46.5
1657,24,other,b.sc,3.28,40.6,yes,4.3,average,group study,low,easy,32.1
1658,20,male,ba,3.37,42,yes,5,good,self-study,high,moderate,35.7
1659,18,other,b.com,1.06,83,yes,4.1,good,group study,medium,moderate,44.5
1660,19,female,b.tech,0.28,84,yes,8.3,poor,online videos,high,moderate,47.1
1661,22,female,ba,5.43,81.5,no,8.7,good,mixed,low,hard,72.4
1662,24,female,b.com,2.67,91.5,yes,9.7,poor,online videos,low,moderate,54.1
1663,23,male,bba,1.19,57.7,yes,7.8,poor,coaching,high,easy,48.2
1664,24,male,b.com,4.79,57.3,yes,9.1,poor,mixed,low,moderate,69.6
1665,21,male,b.tech,6.64,74.5,yes,8.3,average,online videos,low,moderate,64.4
1666,24,other,b.tech,3.25,78.6,no,7.6,poor,online videos,medium,hard,41.9
1667,17,other,b.tech,2.15,60.5,yes,6.7,poor,mixed,medium,hard,28.7
1668,20,other,ba,6.49,97.6,yes,6.2,average,coaching,medium,easy,88.8
1669,19,female,b.tech,2.67,70.8,yes,8.3,good,mixed,low,hard,42.6
1670,23,male,b.com,2.87,92,yes,6.2,poor,online videos,medium,easy,50.2
1671,19,male,b.sc,6.88,66,yes,9.6,good,coaching,high,easy,100
1672,22,female,bca,5.89,75.7,yes,9.5,good,mixed,high,moderate,81.8
1673,19,male,b.com,4.04,95.2,yes,5.2,average,coaching,low,hard,65.8
1674,17,female,b.tech,2.78,43.5,yes,9.2,good,group study,high,easy,51.8
1675,23,male,bca,3.06,86.4,yes,7.1,good,online videos,low,moderate,56
1676,19,other,bba,4.01,68,yes,8,average,group study,high,moderate,83.5
1677,21,male,b.sc,2.01,95,yes,4.1,good,online videos,medium,easy,65.1
1678,19,other,b.sc,0.67,68.7,yes,9.3,good,self-study,medium,moderate,50.6
1679,23,female,b.com,0.55,96.2,yes,7,poor,coaching,medium,easy,63.6
1680,18,female,bca,5.45,66.7,yes,9.6,average,online videos,medium,hard,82.6
1681,23,male,diploma,6.37,73.9,no,5.5,poor,group study,high,moderate,55.5
1682,22,female,b.tech,7.3,63.3,yes,4.1,poor,group study,low,hard,68
1683,22,female,bba,3.84,56.8,yes,4.6,poor,online videos,high,moderate,39.9
1684,19,female,b.sc,0.09,43.8,yes,6.2,good,online videos,low,moderate,19.599
1685,20,other,b.sc,4.84,99,yes,6.8,poor,self-study,high,easy,85.7
1686,21,other,bca,5.79,98.9,yes,4.4,average,mixed,low,easy,87.9
1687,22,other,bca,3.42,74.9,yes,6,good,group study,medium,easy,70.2
1688,19,other,ba,5.86,70.5,yes,5.6,poor,coaching,low,moderate,65.5
1689,21,other,b.tech,3.22,66.3,yes,7.3,good,group study,low,moderate,58.4
1690,20,other,b.tech,0.98,94.8,yes,8.6,good,online videos,high,moderate,55.3
1691,18,female,b.tech,4.67,91.3,yes,4.5,good,group study,medium,moderate,76
1692,23,female,b.tech,2.77,93.4,no,9.1,poor,mixed,high,moderate,42.1
1693,22,female,bba,7.12,79.6,no,9.9,poor,mixed,low,moderate,79.3
1694,20,female,b.com,1.98,83.2,yes,5,good,mixed,low,easy,62.3
1695,22,male,b.tech,7.19,93,yes,8.2,good,coaching,high,easy,100
1696,21,female,ba,6.77,69.7,no,8.6,poor,self-study,medium,moderate,65.7
1697,19,other,b.com,5.1,43.9,yes,9.4,average,self-study,low,hard,55
1698,19,female,bca,5.66,63.1,yes,8,average,self-study,high,moderate,58.4
1699,23,female,b.sc,7.02,47.9,yes,6.3,average,coaching,low,moderate,75.9
1700,22,female,b.tech,7.03,67,yes,9.7,average,online videos,high,moderate,75.8
1701,22,male,diploma,1.41,99,yes,4.5,poor,coaching,medium,moderate,50.1
1702,21,other,bba,2.14,74,yes,9.7,average,self-study,low,hard,45.9
1703,23,other,b.sc,1.72,83.8,yes,5.6,good,online videos,low,hard,56.2
1704,23,other,ba,0.84,95.5,yes,8.5,average,online videos,low,hard,52.7
1705,24,female,b.com,3.44,86.1,yes,6.4,good,group study,medium,moderate,65.5
